X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume) ,% Trucks,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date,,,,,
366627.7041,5028810.554,CARLING AVE @ CHAMPAGNE AVE,21879,3.45%,621,36,2016-Feb-04,,,,,
363775.6929,5027013.539,CARLING AVE @ CHURCHILL AVE,33878,3.25%,535,45,2016-Jul-26,,,,,
365790.123,5028277.114,CARLING AVE @ CIVIC HOSPITAL,24744,4.07%,656,10,2016-Jan-27,,,,,
363520.6921,5026850.537,CARLING AVE @ CLYDE AVE/COLE AVE,35384,2.72%,386,8,2016-Jan-27,,,,,
360770.6781,5025117.521,CARLING AVE @ CONNAUGHT AVE,36894,2.07%,371,31,2016-Jul-26,,,,,
357999.6619,5023424.505,CARLING AVE @ CORKSTOWN RD,19213,1.51%,48,89,2016-Jul-21,,,,,
360658.6781,5025042.52,CARLING AVE @ CROYDON AVE,36751,2.00%,404,14,2016-Aug-25,,,,,
357016.657,5023789.508,CARLING AVE @ CRYSTAL BEACH DR,19030,1.54%,20,26,2016-Apr-27,,,,,
361262.6811,5025424.524,CARLING AVE @ EDGEWORTH AVE,23596,2.76%,747,5,2016-Feb-04,,,,,
361934.6841,5025830.528,CARLING AVE @ FAIRLAWN AVE/WOODROFFE AVE E,35440,3.71%,499,40,2016-Jul-26,,,,,
355725.6501,5024052.51,CARLING AVE @ GRANDVIEW RD/NORTEL ENTRANCE,24733,2.04%,43,86,2016-Mar-30,,,,,
359593.6721,5024350.514,CARLING AVE @ GRENON AVE,25258,1.75%,775,20,2016-Aug-25,,,,,
365416.6989,5028038.548,CARLING AVE @ HOLLAND AVE,37645,3.63%,1109,29,2016-Feb-09,,,,,
362213.686,5026025.53,CARLING AVE @ IROQUOIS RD,26978,2.44%,735,5,2016-Jan-27,,,,,
359210.669,5024119.512,CARLING AVE @ KEMPSTER AVE/FAMOUS PLAYERS THEA,24475,1.51%,580,8,2016-Aug-25,,,,,
364351.6951,5027337.542,CARLING AVE @ KIRKWOOD AVE S,39305,3.75%,432,32,2016-May-04,,,,,
362942.689,5026488.534,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD,44073,2.23%,533,5,2016-Jan-12,,,,,
362942.689,5026488.534,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD,38273,2.22%,532,50,2016-Jul-26,,,,,
364894.697,5027700.545,CARLING AVE @ MERIVALE RD,33814,3.12%,687,113,2016-Aug-04,,,,,
356001.651,5023937.509,CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W,26817,1.88%,30,65,2016-Mar-30,,,,,
365626.7,5028173.549,CARLING AVE @ PARKDALE AVE,31997,3.19%,613,17,2016-Jan-12,,,,,
360006.674,5024632.516,CARLING AVE @ PINECREST  RD/GREENVIEW AVE,34830,1.80%,270,27,2016-Jul-21,,,,,
366829.7049,5028935.555,CARLING AVE @ PRESTON ST,34239,3.25%,1039,402,2016-Jul-26,,,,,
360245.6751,5024781.518,CARLING AVE @ RICHMOND RD,52119,2.29%,236,9,2016-Jan-12,,,,,
359423.671,5024258.513,CARLING AVE @ SCRIVENS ST,24535,1.65%,591,13,2016-Aug-25,,,,,
366485.703,5028717.553,CARLING AVE @ SHERWOOD DR,23068,3.47%,403,147,2016-Aug-25,,,,,
365130.6981,5027849.546,CARLING AVE @ VISCOUNT AVE,22889,3.49%,560,21,2016-Nov-16,,,,,
361767.683,5025725.527,CARLING AVE @ WOODROFFE AVE W,40663,2.44%,265,2,2016-Jan-12,,,,,
364068.694,5027112.54,CARLING AVE EB @ SAIGON CRT,16136,2.95%,48,21,2016-May-04,,,,,
364066.077,5027196.529,CARLING AVE WB @ SAIGON CRT,17664,2.91%,146,28,2016-May-04,,,,,
350907.6151,5022246.495,CARLING AVE/STATION RD @ MARCH RD,41502,2.18%,122,117,2016-Aug-10,,,,,
362208.686,5026151.531,CARLINGWOOD SC/118 N OF CARLING AVE @ IROQUOIS RD,4248,2.85%,122,32,2016-Aug-25,,,,,
348804.577,5014360.433,CARP RD @ HAZELDEAN RD,27336,3.72%,127,1,2016-Mar-23,,,,,
390241.837,5014192.421,CARTWRIGHT RD @ VICTORIA ST,3299,5.79%,0,0,2016-Dec-01,,,,,
352677.8781,5017676.769,CASTLEFRANK RD @ HAZELDEAN RD,35058,2.97%,306,5,2016-Nov-22,,,,,
366688.7389,5014176.787,CASTLESTONE WAY @ WILLOW CREEK CIRC,594,4.14%,17,15,2016-Jul-05,,,,,
368552.709,5030577.568,CATHERINE ST @ ELGIN ST,14387,3.26%,1427,419,2016-May-11,,,,,
361294.6699,5015664.437,CEDARVIEW RD @ FALLOWFIELD RD,16921,3.74%,7,1,2016-Feb-11,,,,,
361474.671,5015252.433,CEDARVIEW RD @ JOCKVALE RD,9607,3.62%,94,0,2016-Jan-13,,,,,
361667.671,5014806.429,CEDARVIEW RD @ MARAVISTA DR,5080,3.16%,335,24,2016-Jun-21,,,,,
371194.726,5026455.532,CEDARWOOD DR @ WALKLEY RD,17633,2.26%,276,27,2016-Aug-03,,,,,
349386.7271,5024756.624,CELTIC RIDGE CRES/MARCONI AVE @ MAXWELL BRIDGE,2543,3.68%,321,50,2016-Oct-19,,,,,
349498.3271,5024634.148,CELTIC RIDGE CRES/STREAMSIDE CRES @ MARCONI AV,2494,4.75%,149,0,2016-Nov-22,,,,,
364952.9049,5025873.594,CENTRAL PARK DR N @ MERIVALE RD,30183,2.97%,232,3,2016-Mar-03,,,,,
364987.2019,5025598.506,CENTRAL PARK DR S @ MERIVALE RD,30006,3.03%,291,9,2016-Mar-09,,,,,
362583.686,5022743.501,CENTREPOINTE DR @ 90 N OF EPSILON WAY,10142,1.85%,431,30,2016-Nov-08,,,,,
362327.0129,5023204.499,CENTREPOINTE DR @ HEMMINGWOOD WAY E,11883,1.67%,208,18,2016-Apr-27,,,,,
362670.686,5022576.5,CENTREPOINTE DR @ TALLWOOD DR,12591,1.72%,236,35,2016-Nov-08,,,,,
366557.703,5028965.556,CHAMPAGNE AVE @ HICKORY ST,2673,4.90%,436,15,2016-Nov-23,,,,,
365955.6989,5030344.568,CHAMPAGNE AVE @ WELLINGTON ST,18439,19.46%,860,20,2016-Sep-07,,,,,
381379.7381,5038723.597,CHAMPLAIN ST @ JEANNE D'ARC BLVD,12604,3.29%,165,0,2016-Nov-23,,,,,
381597.246,5038180.816,CHAMPLAIN ST @ PLACE D'ORLEANS DR,19174,7.04%,163,18,2016-Nov-08,,,,,
369120.071,5032264.734,CHAPEL ST @ LAURIER AVE,10590,3.15%,1451,34,2016-Jan-20,,,,,
372378.7279,5028878.549,CHAPMAN BLVD @ HAIG DR,6176,2.60%,236,98,2016-Oct-05,,,,,
364841.826,5014582.921,CHAPMAN MILLS DR @ LONGFIELDS DR,14449,3.58%,175,20,2016-Apr-27,,,,,
385626.354,5036608.957,CHAREST WAY @ PORTOBELLO BLVD,4925,2.83%,87,39,2016-Aug-04,,,,,
384705.76,5037594.569,CHARLEMAGNE BLVD @ VALIN ST,8941,2.57%,195,16,2016-Jun-21,,,,,
369374.7079,5032657.586,CHARLOTTE ST @ STEWART ST,11604,2.78%,668,26,2016-Jan-20,,,,,
382012.7449,5037756.585,CHARTRAND AVE @ KENNEDY LANE,2722,4.28%,43,0,2016-Jan-13,,,,,
351294.5929,5013013.416,CHERRY DR @ LIARD ST,955,3.63%,21,22,2016-Sep-14,,,,,
368996.3419,5028204.92,CHESLEY ST @ BANK ST,16911,3.58%,418,544,2016-Jul-07,,,,,
383485.9729,5034901.44,CHINIAN ST/TRIGORIA CRES @ GERRY LALONDE DR,1864,5.28%,62,0,2016-Oct-26,,,,,
363460.691,5027751.545,CHURCHILL AVE @ CLARE ST/PRINCETON AVE,11067,4.95%,190,326,2016-Jul-13,,,,,
363227.6901,5028292.55,CHURCHILL AVE @ RICHMOND RD,23103,3.42%,2210,173,2016-Oct-26,,,,,
363131.6901,5028506.552,CHURCHILL AVE @ WILMONT AVE,11300,4.48%,237,14,2016-Jan-13,,,,,
364066.694,5027973.547,CLARE ST @ KIRKWOOD AVE,13839,4.55%,245,111,2016-Aug-24,,,,,
368042.7041,5032503.587,CLARENCE ST @ DALHOUSIE ST,10328,4.54%,3865,54,2016-Nov-30,,,,,
368337.7041,5032681.588,CLARENCE ST @ KING EDWARD AVE,24509,10.22%,711,16,2016-Mar-03,,,,,
369188.909,5033202.388,CLARENCE ST @ WURTEMBURG ST,855,2.34%,75,3,2016-Mar-03,,,,,
372160.7181,5032972.583,CLAUDE ST @ GARDENVALE RD,1117,4.40%,106,33,2016-Sep-08,,,,,
366743.7071,5025670.527,CLAYMOR AVE @ DYNES RD,2876,1.03%,192,99,2016-Aug-24,,,,,
363546.691,5029364.56,CLEARVIEW AVE @ ISLAND PARK DR,17224,0.81%,81,428,2016-Jul-06,,,,,
363547.691,5029271.559,CLEARVIEW AVE @ REMIC AVE,1771,5.14%,21,10,2016-Nov-22,,,,,
369547.7181,5026786.536,CLEMENTINE BLVD @ HERON RD,33992,3.18%,303,15,2016-Nov-16,,,,,
369292.717,5026764.536,CLOVER ST @ HERON RD,32934,2.79%,565,20,2016-Nov-16,,,,,
369128.7071,5032787.588,COBOURG ST @ RIDEAU ST,14354,6.92%,1158,367,2016-Jun-08,,,,,
369128.7071,5032787.588,COBOURG ST @ RIDEAU ST,16316,6.26%,1151,542,2016-Sep-21,,,,,
364438.6959,5027136.54,COLDREY AVE @ KIRKWOOD AVE,15407,3.72%,162,79,2016-Aug-24,,,,,
364754.6951,5030178.567,COLOMBINE DRWY @ PARKDALE AVE,16364,1.10%,395,156,2016-Oct-19,,,,,
367604.7619,5025875.265,COLONEL BY DR @ HOG'S BACK RD,24776,0.77%,18,72,2016-Aug-24,,,,,
368075.7101,5028519.551,COLONEL BY DR @ SENECA ST,13540,0.54%,6,2,2016-Nov-23,,,,,
368240.7011,5010048.395,COLONY HEIGHTS RD @ BANKFIELD RD,7650,6.43%,0,0,2016-Feb-04,,,,,
370710.714,5032222.58,COLUMBUS AVE @ QUILL ST,912,9.89%,130,20,2016-Apr-26,,,,,
374573.746,5023515.508,CONROY RD @ DAVIDSON RD N,13068,4.89%,1,4,2016-Jun-02,,,,,
374351.7441,5024043.512,CONROY RD @ QUEENSDALE AVE,12316,4.64%,1,14,2016-Jun-28,,,,,
372903.7321,5027463.538,CONROY RD @ WALKLEY RD,41434,3.60%,220,2,2016-Feb-04,,,,,
374593.746,5023467.508,CONROY RD S @ DAVIDSON RD,12650,4.90%,0,7,2016-Jun-02,,,,,
368119.706,5031271.575,COOPER ST @ ELGIN ST,15217,4.58%,9138,453,2016-May-11,,,,,
367482.7049,5030889.572,COOPER ST @ KENT ST,12115,2.92%,2766,237,2016-May-05,,,,,
372437.7249,5030196.559,CORONATION AVE @ RUSSELL RD,10714,3.78%,87,109,2016-Jul-20,,,,,
318895.5449,5031715.604,COUNTY RD 29 @ MADAWASKA BLVD,7417,3.67%,0,2,2016-Oct-04,,,,,
370676.3849,5031611.703,COVENTRY RD @ VANIER PKWY,53506,2.43%,202,42,2016-Aug-03,,,,,
363116.6879,5021655.492,CRAIG HENRY DR @ KNOXDALE RD,10082,2.65%,51,3,2016-Apr-07,,,,,
374580.8929,5019642.225,CREEKVIEW WAY @ FINDLAY CREEK DR,5381,5.62%,16,0,2016-Feb-17,,,,,
366711.12,5015572.317,CRESTHAVEN DR @ GROVEHURST DR,2213,7.63%,155,27,2016-Oct-12,,,,,
366939.406,5016514.564,CRESTWAY DR @ LEIKIN DR,9156,2.65%,309,17,2016-Jun-02,,,,,
374530.7241,5034138.587,CROWNHILL ST @ SUMAC ST,936,5.42%,82,4,2016-Feb-04,,,,,
356074.7899,5014981.066,CROWNRIDGE DR @ HOPE SIDE RD,9116,4.30%,13,17,2016-Jun-28,,,,,
360545.677,5025272.522,CROYDON AVE @ RICHMOND RD,17164,3.44%,854,84,2016-Aug-11,,,,,
368170.7041,5032679.588,CUMBERLAND ST @ MURRAY ST,12311,3.49%,1453,114,2016-Nov-30,,,,,
372097.7151,5033813.591,CUMMINGS AVE @ WILSON ST,3560,3.82%,141,36,2016-Jul-21,,,,,
349518.0849,5017544.798,CYCLONE TAYLOR BLVD @ HUNTMAR DR,9183,2.37%,35,21,2016-Aug-17,,,,,
350163.5959,5017572.456,CYCLONE TAYLOR BLVD @ PALLADIUM DR,10009,4.65%,43,23,2016-Aug-17,,,,,
368000.703,5032573.587,DALHOUSIE ST @ MURRAY ST,13824,4.34%,3812,64,2016-Nov-30,,,,,
367957.703,5032640.588,DALHOUSIE ST @ ST. PATRICK ST,13209,7.63%,2579,77,2016-Nov-30,,,,,
368093.7041,5032419.586,DALHOUSIE ST @ YORK ST,12362,4.73%,4586,64,2016-Nov-30,,,,,
377405.7249,4998957.308,DALMENY RD @ DALMENY RD EXTENSION,2864,5.15%,0,0,2016-Nov-03,,,,,
367390.711,5021523.494,DEAKIN ST @ PRINCE OF WALES DR,30087,2.24%,12,5,2016-Apr-06,,,,,
382876.7501,5037776.58,DEAVY WAY @ PRESTONE DR,1939,4.98%,35,1,2016-Jan-13,,,,,
365978.9321,5024860.7,DEER PARK RD @ MEADOWLANDS DR,11908,3.03%,235,43,2016-Apr-13,,,,,
383334.7559,5036664.569,DES EPINETTES AVE @ PRESTWICK DR,9368,2.82%,397,74,2016-Jun-16,,,,,
397384.8921,5025071.454,DEVINE RD @ DUNNING RD,1349,2.31%,2,15,2016-Jul-20,,,,,
343092.4611,5022591.832,DONALD B. MUNRO DR/OLD CARP RD W @ MARCH RD,7977,4.44%,0,38,2016-Jul-12,,,,,
372093.7189,5032472.579,DONALD ST @ ST. LAURENT BLVD,45719,3.86%,913,6,2016-Jan-20,,,,,
378865.731,5037603.6,DRIFTWOOD CRES @ VOYAGEUR DR E,2652,1.05%,154,26,2016-Oct-12,,,,,
360323.1,5023836.341,DUMAURIER AVE @ PINECREST RD,27271,2.27%,192,20,2016-Aug-25,,,,,
359627.671,5023735.508,DUMAURIER AVE @ RICHMOND RD,14518,3.73%,216,34,2016-Aug-11,,,,,
365090.6441,5012122.311,DUNDONALD DR @ GREENBANK RD,8196,5.62%,97,0,2016-Jan-27,,,,,
347176.9101,5026065.53,DUNROBIN RD @ MARCH RD,13745,2.71%,3,3,2016-Aug-04,,,,,
342338.2899,5031478.736,DUNROBIN RD @ THOMAS A. DOLAN PKWY,7551,3.13%,4,11,2016-Aug-04,,,,,
380773.7411,5037252.587,DUSSERE ST @ COUSINEAU ST,783,2.09%,56,20,2016-Jul-21,,,,,
367114.7079,5025923.529,DYNES RD @ PRINCE OF WALES DR,16102,3.63%,112,199,2016-Aug-24,,,,,
355961.6271,5012594.407,EAGLESON RD @ FALLOWFIELD RD,17075,3.25%,2,0,2016-Mar-30,,,,,
353673.6249,5018424.46,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD,49512,2.52%,65,45,2016-Aug-18,,,,,
355188.1529,5014616.005,EAGLESON RD @ HOPE SIDE RD/TERRY FOX DR,20540,3.24%,8,7,2016-Mar-30,,,,,
353037.1811,5020013.788,EAGLESON RD @ HWY 417 EAGLESO IC138R51/PARK AN,36008,3.03%,1684,10,2016-Aug-18,,,,,
353214.6241,5019565.47,EAGLESON RD @ KATIMAVIK RD/TIMM DR,37070,2.62%,20,1,2016-Mar-03,,,,,
354382.626,5016623.444,EAGLESON RD @ MICHAEL COWPLAND DR/STONEHAVEN D,36614,2.06%,380,43,2016-Aug-18,,,,,
354009.6249,5017577.452,EAGLESON RD @ PALOMINO DR N,30600,2.11%,51,9,2016-Aug-18,,,,,
354126.2,5017282.741,EAGLESON RD @ PALOMINO DR S/ROTHESAY DR,31542,2.25%,105,15,2016-Aug-18,,,,,
368594.9306,5015136.796,EARL ARMSTRONG RD @ FIRE STATION/235 E OF SPRATT RD,15914,2.38%,5,0,2016-Jan-29,,,,,
370143.4188,5015964.794,EARL ARMSTRONG RD @ LIMEBANK RD,18116,5.05%,20,53,2016-Jun-07,,,,,
367882.9291,5014698.176,EARL ARMSTRONG RD @ PARK N RIDE/295 E OF RIVER RD,23605,3.52%,54,0,2016-Jan-12,,,,,
367572.717,5014684.395,EARL ARMSTRONG RD @ RIVER RD,36334,4.16%,73,36,2016-Jun-07,,,,,
367572.717,5014684.395,EARL ARMSTRONG RD @ RIVER RD,36376,3.05%,18,1,2016-Mar-08,,,,,
365250.697,5017506.458,EARL MULLIGAN DR @ WOODROFFE AVE,38762,1.83%,36,2,2016-Apr-07,,,,,
371157.7121,5033633.592,"EGLISE, RUE DE L @ MONTREAL RD",23035,3.35%,461,9,2016-Jan-28,,,,,
368252.7071,5031054.573,ELGIN ST @ GILMOUR ST,14635,4.54%,4392,493,2016-May-11,,,,,
368384.7079,5030844.571,ELGIN ST @ GLADSTONE AVE,15410,4.11%,3247,467,2016-May-11,,,,,
367986.7049,5031477.577,ELGIN ST @ GLOUCESTER ST,16386,4.73%,5324,485,2016-May-11,,,,,
367948.7049,5031549.578,ELGIN ST @ LAURIER AVE,39077,4.44%,8759,148,2016-Jan-20,,,,,
368276.7071,5031017.573,ELGIN ST @ LEWIS ST,14197,3.43%,2900,243,2016-Oct-20,,,,,
368208.7071,5031126.574,ELGIN ST @ MACLAREN ST,13842,4.69%,5733,479,2016-May-11,,,,,
368424.7079,5030779.57,ELGIN ST @ MCLEOD ST,14499,3.05%,1723,383,2016-May-11,,,,,
368029.706,5031411.576,ELGIN ST @ NEPEAN ST,17141,4.31%,8110,347,2016-May-11,,,,,
368164.7071,5031198.574,ELGIN ST @ SOMERSET ST,17037,4.32%,7957,671,2016-May-11,,,,,
368317.7079,5030952.572,ELGIN ST @ WAVERLEY ST,14246,4.42%,4172,394,2016-May-11,,,,,
367802.7041,5031964.582,ELGIN ST NB @ WELLINGTON ST/RIDEAU ST,27225,11.12%,4871,38,2016-Feb-10,,,,,
350441.9929,5013102.944,ELM CRES N @ STITTSVILLE MAIN ST,12301,3.53%,87,28,2016-Jul-12,,,,,
365735.7,5029344.559,FAIRMONT AVE @ GLADSTONE AVE,6753,2.89%,474,417,2016-Jul-27,,,,,
363080.683,5016732.448,FALLOWFIELD RD @ GREENBANK RD,33800,2.65%,4,0,2016-Feb-11,,,,,
359823.4781,5014725.698,FALLOWFIELD RD @ HWY 416 FALLOWFI IC66R34,29288,9.62%,0,0,2016-Nov-22,,,,,
361721.674,5015913.44,FALLOWFIELD RD @ LARKIN DR,13348,3.88%,0,0,2016-Feb-11,,,,,
366891.7071,5018844.471,FALLOWFIELD RD @ MERIVALE RD,23865,2.69%,0,0,2016-Feb-11,,,,,
360828.0813,5015322.413,FALLOWFIELD RD @ O'KEEFE CRT,9676,5.79%,3,7,2016-Aug-11,,,,,
360752.2279,5014962.164,FALLOWFIELD RD @ STRANDHERD DR,36475,5.59%,2,0,2016-Dec-01,,,,,
365085.6959,5017903.461,FALLOWFIELD RD @ WOODROFFE AVE,47597,2.30%,34,40,2016-Aug-16,,,,,
368836.6789,5029657.739,FIFTH AVE @ QUEEN ELIZABETH DRWY,13731,0.74%,673,5,2016-Jan-28,,,,,
372708.0321,5023014.757,FIRST (1ST) ST @ PARKIN CIRC,750,5.02%,41,26,2016-Oct-05,,,,,
366407.7049,5025455.526,FISHER AVE @ DEER PARK RD/DYNES RD,21563,2.65%,497,13,2016-Mar-09,,,,,
366496.706,5025235.524,FISHER AVE @ KINTYRE PRIV,15159,3.23%,41,102,2016-Aug-03,,,,,
366575.0649,5025045.446,FISHER AVE @ MEADOWLANDS DR,32739,2.74%,287,5,2016-Jan-19,,,,,
367161.709,5023942.513,FISHER AVE @ PRINCE OF WALES DR,29832,2.62%,7,14,2016-Apr-06,,,,,
365496.7,5027596.544,FISHER AVE @ TUNIS AVE,17053,2.86%,111,14,2016-Nov-24,,,,,
356789.5781,5020289.306,FITZGERALD RD @ ROBERTSON RD,32803,2.79%,786,2,2016-Nov-22,,,,,
367828.7071,5030323.567,FLORA ST @ KENT ST,14077,2.50%,841,126,2016-May-05,,,,,
388413.8019,5031645.515,FOREST LEA DR @ SMITH RD,701,5.84%,8,2,2016-Feb-04,,,,,
368496.746,5033161.91,FORSEY ST @ ST. PATRICK ST,30915,1.54%,94,174,2016-Jul-13,,,,,
364866.6951,5030131.567,FORWARD AVE @ BURNSIDE AVE,4686,1.54%,437,7,2016-Nov-23,,,,,
364939.877,5029960.08,FORWARD AVE @ LYNDALE AVE,1210,4.60%,651,8,2016-Nov-23,,,,,
341458.9959,5023497.823,FRANCES COLBERT AVE @ GLENNCASTLE DR,359,6.39%,22,39,2016-May-12,,,,,
349911.594,5017528.456,FRANK FINNIGAN WAY @ PALLADIUM DR,9240,4.24%,28,24,2016-Aug-17,,,,,
349866.954,5012357.823,FRANKLIN CATHCART CRES @ WEST RIDGE DR S,4210,1.79%,71,46,2016-Jul-07,,,,,
370118.7151,5029601.226,FROBISHER LANE W @ RIVERSIDE DR,31650,2.97%,8,6,2016-Oct-05,,,,,
368157.7041,5032315.585,GEORGE ST @ DALHOUSIE ST,12057,5.17%,4949,51,2016-Nov-30,,,,,
366618.703,5029416.56,GEORGE ST @ PRESTON ST,14565,4.96%,1498,193,2016-Sep-07,,,,,
367869.2159,5032130.693,GEORGE ST @ SUSSEX DR,16134,2.59%,9287,773,2016-Aug-03,,,,,
361872.6811,5020877.484,GIBBARD AVE @ KNOXDALE RD,5852,2.46%,37,24,2016-Jun-28,,,,,
372980.2,5020083.566,GILLIGAN RD @ LEITRIM RD,15434,5.32%,2,0,2016-Jan-13,,,,,
367615.7049,5030672.57,GILMOUR ST @ KENT ST,16827,2.35%,1832,29,2016-Feb-10,,,,,
366996.346,5029992.693,GLADSTONE AVE @ ARTHUR ST/ARTHUR LANE,10421,3.92%,1259,508,2016-Jul-27,,,,,
367744.706,5030459.568,GLADSTONE AVE @ KENT ST,24265,2.68%,1423,51,2016-Feb-10,,,,,
368230.7079,5030750.57,GLADSTONE AVE @ METCALFE ST,12068,2.73%,1821,339,2016-Jul-27,,,,,
368074.7071,5030658.569,GLADSTONE AVE @ O'CONNOR ST,17197,2.85%,2017,279,2016-Jul-27,,,,,
367328.7049,5030206.566,GLADSTONE AVE @ PERCY ST,13420,2.71%,1042,676,2016-Jul-27,,,,,
366490.966,5029712.332,GLADSTONE AVE @ PRESTON ST,20756,5.21%,1744,595,2016-Jul-27,,,,,
366662.703,5029787.563,GLADSTONE AVE @ ROCHESTER ST,16639,4.25%,1390,480,2016-Jul-27,,,,,
366662.703,5029787.563,GLADSTONE AVE @ ROCHESTER ST,16196,4.79%,1243,76,2016-Nov-23,,,,,
366031.0301,5012609.969,GOLFLINKS DR E @ JOCKVALE RD,11689,3.51%,2,0,2016-Mar-01,,,,,
349438.006,5022666.636,GOULBOURN FORCED RD @ INNOVATION DR,8940,2.18%,224,62,2016-Jul-12,,,,,
349519.886,5020794.241,GOULBOURN FORCED RD @ KEYROCK DR,6333,3.42%,109,40,2016-Jun-21,,,,,
356204.637,5015964.437,GRASSY PLAINS DR @ STONEHAVEN DR,16653,2.60%,426,3,2016-Dec-01,,,,,
351737.611,5019489.623,GREAT LAKES AVE @ MARITIME WAY,2728,1.68%,87,30,2016-Aug-10,,,,,
366994.7071,5026707.536,GREEN VALLEY CRES @ PRINCE OF WALES DR,23191,1.97%,32,185,2016-Oct-12,,,,,
361337.6781,5020827.483,GREENBANK RD @ 207 S OF BELLMAN DR/GREENBANK S,29768,2.08%,157,3,2016-Nov-22,,,,,
363848.3925,5014984.37,GREENBANK RD @ 220 N OF STRANDHERD DR,18324,2.33%,147,2,2016-Feb-10,,,,,
361256.677,5021017.485,GREENBANK RD @ BELLMAN DR/BATEMAN DR,29679,2.26%,637,13,2016-Mar-30,,,,,
363723.6849,5015276.436,GREENBANK RD @ BERRIGAN DR/WESSEX RD,26381,2.62%,187,2,2016-Feb-10,,,,,
361106.677,5021364.488,GREENBANK RD @ CANFIELD RD/CRAIG HENRY DR,32394,2.19%,617,10,2016-Mar-30,,,,,
360839.6759,5022007.493,GREENBANK RD @ HARRISON ST/ASHGROVE CRES,30619,2.25%,295,9,2016-Apr-12,,,,,
364121.686,5014330.428,GREENBANK RD @ JOCKVALE RD,13273,1.28%,34,4,2016-Aug-16,,,,,
363176.683,5016506.446,GREENBANK RD @ LARKIN DR,20892,2.58%,59,0,2016-Feb-11,,,,,
360554.6751,5022893.492,GREENBANK RD @ LISA AVE,32794,2.14%,381,39,2016-Aug-11,,,,,
363311.6841,5016194.444,GREENBANK RD @ MALVERN DR/FOXFIELD DR,26709,2.69%,154,1,2016-Feb-10,,,,,
364008.3559,5014602.185,GREENBANK RD @ MARKETPLACE AVE,21549,2.64%,178,1,2016-Feb-10,,,,,
363933.6849,5014784.432,GREENBANK RD @ STRANDHERD DR,35378,2.87%,138,5,2016-Aug-16,,,,,
359806.6721,5024033.511,GRENON AVE @ RICHMOND RD,15062,3.21%,220,38,2016-Aug-11,,,,,
372730.7279,5029659.555,HAIG DR @ RUSSELL RD,10809,3.50%,298,3,2016-Dec-07,,,,,
373643.7351,5027899.54,HALIFAX DR @ WALKLEY RD,34459,5.40%,299,4,2016-Dec-07,,,,,
348933.6671,5024421.191,HALTON TERR/MAXWELL BRIDGE RD @ MARCH RD,18589,1.80%,92,41,2016-Aug-10,,,,,
364988.294,5029439.648,HAMILTON AVE @ SPENCER ST,3435,1.43%,517,7,2016-Nov-23,,,,,
370682.7241,5026149.53,HAMPSTEAD PL @ WALKLEY RD,19176,4.10%,198,13,2016-Nov-16,,,,,
327232.5849,5036374.68,HARBOUR ST @ NICHOLSON ST,799,3.08%,4,18,2016-Aug-04,,,,,
373148.7329,5027608.538,HARDING RD @ WALKLEY RD,34770,4.40%,303,11,2016-Nov-17,,,,,
364774.6959,5029097.557,HARMER AVE @ WELLINGTON ST,10489,5.00%,1210,39,2016-Jan-12,,,,,
364279.6951,5023500.508,HARRIS PL @ ROWLEY AVE,1046,2.61%,94,2,2016-Jan-27,,,,,
351693.6019,5015205.434,HARRY DOUGLAS DR @ IBER RD,10064,5.36%,4,0,2016-Nov-22,,,,,
378618.771,5018940.476,HAWTHORNE RD @ RIDEAU RD,9233,22.45%,0,6,2016-Jun-28,,,,,
375136.743,5027313.533,HAWTHORNE RD @ STEVENAGE DR,26448,16.23%,75,1,2016-Dec-07,,,,,
350755.597,5015910.441,HAZELDEAN RD @ FRINGEWOOD DR,25102,3.10%,41,3,2016-Mar-23,,,,,
350942.5981,5016079.442,HAZELDEAN RD @ HUNTMAR DR/IBER RD,37693,3.13%,87,76,2016-Aug-17,,,,,
350942.5981,5016079.442,HAZELDEAN RD @ HUNTMAR DR/IBER RD,53577,4.18%,101,20,2016-Dec-06,,,,,
348697.483,5014201.339,HAZELDEAN RD @ SOBEYS SC/195 W OF CARP RD,12154,3.33%,13,1,2016-Jan-19,,,,,
352207.611,5017242.451,HAZELDEAN RD @ TERRY FOX DR,52363,3.98%,102,1,2016-Mar-03,,,,,
348492.5729,5013885.43,HAZELDEAN RD @ WEST RIDGE DR,12847,3.06%,94,24,2016-Jul-21,,,,,
360982.3112,5014901.733,HELENE-CAMPBELL RD @ STRANDHERD DR,26812,5.60%,6,0,2016-Dec-08,,,,,
350581.8501,5023785.793,HELMSDALE DR @ TERRY FOX DR,8585,3.25%,162,2,2016-Nov-22,,,,,
369849.5271,5034511.568,HEMLOCK RD @ LANSDOWNE RD,15720,4.13%,106,366,2016-Jun-08,,,,,
369228.7071,5033136.591,HENEY ST @ WURTEMBURG ST,1537,2.61%,118,5,2016-Mar-03,,,,,
366011.8219,5015622.329,HERITAGE GLEN DR @ WOODROFFE AVE,21867,1.66%,50,47,2016-Jul-13,,,,,
