RECORD,LOCATION & GEOID,TOTAL_COLLISIONS,2013_TOTAL,2014_TOTAL,2015_TOTAL,2016_TOTAL,2017_TOTAL,TOTAL_CYCLIST_COLLISIONS,2013_CYCLIST,2014_CYCLIST,2015_CYCLIST,2016_CYCLIST,2017_CYCLIST,TOTAL_PEDESTRIAN_COLLISIONS,2013_PEDESTRIAN,2014_PEDESTRIAN,2015_PEDESTRIAN,2016_PEDESTRIAN,2017_PEDESTRIAN,XCOORD,YCOORD,LONGITUDE,LATITUDE
9277,NORTH RIVER RD btwn MONTREAL RD & SELKIRK ST (__3ZBOF1),3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,369761.38750,5032823.57205,-75.66975647500,45.43232770330
9278,NORTH RIVER RD btwn ONTARIO ST & DONALD ST (__3ZA8HC),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369953.21100,5032274.08150,-75.66737782230,45.42736576470
9279,NORTH RIVER RD btwn SELKIRK ST & MCARTHUR AVE (__3ZA3U7),3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369801.06568,5032702.71283,-75.66926537320,45.43123657330
9280,NORTH RIVERSIDE DR @ RIVERSIDE CRES (0003085),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368759.70940,5010746.39730,-75.68541009980,45.23377436080
9281,NORTH SERVICE RD @ ROSSIGNOL CRES W (0009166),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,382681.74190,5039416.59530,-75.50360559430,45.49032651910
9282,NORTH SERVICE RD btwn ROSSIGNOL CRES & TRIM RD (__3ZA18P),4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383614.81440,5039910.02570,-75.49159077810,45.49466119280
9283,NORTHGRAVES CRES btwn WHITEFORD WAY & COPE DR (1) (__7IFXRE),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354227.75045,5015695.49505,-75.86998376640,45.27947774970
9284,NORTHLANDS DR @ VALIN ST (0004833),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384929.76350,5037603.57020,-75.47514550130,45.47376021810
9285,NORTHLANDS DR btwn SACRAMENTO DR & NICOLET WAY (__3ZA5UE),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384856.33542,5037314.28657,-75.47613162420,45.47116594380
9286,NORTHLANDS DR btwn SACRAMENTO DR & SUNLAND DR (__3ZA5UA),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384864.37689,5037159.39241,-75.47605403210,45.46977143220
9287,NORTHPARK DR @ RIDGEBURN GT (0004549),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,378072.74620,5033303.57510,-75.56347460760,45.43582502060
9288,NORTHPARK DR btwn BURNVIEW CRES & BURNVIEW CRES (__3ZA7MV),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,377969.25071,5033254.84512,-75.56480448610,45.43539741790
9289,NORTHSIDE RD @ CASSIDY RD (0000643),3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358853.65970,5021476.49330,-75.81039465210,45.33115524900
9290,NORTHSIDE RD btwn LARKSPUR DR & FOOTHILLS DR (__3ZABTH),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358568.43512,5021317.20074,-75.81405052780,45.32974383630
9291,NORTHSIDE RD btwn LARKSPUR DR & TO BE DETERMINED (__5UZQJG),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358326.90130,5021166.56488,-75.81714795620,45.32840686890
9292,NORTHSIDE RD btwn TO BE DETERMINED & THORNCLIFF PL (1) (__3ZABSW),2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,358411.31905,5021217.80600,-75.81606555160,45.32886149630
9293,NORTHSIDE RD W @ RICHMOND RD (0010416),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,358175.66000,5021108.48410,-75.81908349270,45.32789577210
9294,NORTHVIEW RD btwn WALLFORD WAY & GREENCREST PL (__3ZAANL),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365198.43282,5024961.89093,-75.72903070890,45.36199900040
9295,NORTHWESTERN AVE btwn CLEARVIEW AVE & PREMIER AVE (__3ZA05C),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364096.76776,5029477.72580,-75.74254949570,45.40272578430
9296,NORTHWESTERN AVE/WESTERN AVE @ PREMIER AVE (0005643),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364172.68720,5029304.55900,-75.74160064270,45.40116122900
9297,NORTOBA CRES btwn STIKINE DR & STIKINE DR (__4TZHEH),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349918.67985,5020100.33030,-75.92450431360,45.31940352190
9298,NORTON AVE btwn CARLING AVE & SACKVILLE ST (__3ZABW8),3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,360665.10498,5024941.49328,-75.78689500190,45.36219138710
9299,NORVIEW CRES btwn PRINCESS LOUISE DR & PRINCESS LOUISE DR (__3ZA6YZ),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383191.90253,5038533.00521,-75.49722083790,45.48231967660
9300,NORWOOD AVE btwn HEATH ST & BALMORAL PL (__3ZA9L4),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370118.55679,5028983.91114,-75.66570103650,45.39774664870
9301,NORWOOD AVE btwn ROGER RD & HEATH ST (__3ZA9KD),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370094.71810,5028890.55250,-75.66601784790,45.39690886490
9302,NOTMAN WAY btwn PITTAWAY AVE & ELLISSON WAY (__3ZA8NI),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374125.24055,5026013.52545,-75.61494770850,45.37063523070
9303,NOTRE DAME ST    W btwn ST. JOSEPH BLVD & END (__3ZBPLH),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,379644.33570,5036266.05981,-75.54293964030,45.46231281290
9304,NOTRE DAME ST @ ORLEANS BLVD (0004105),10,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,380689.73980,5036866.57910,-75.52948089920,45.46760302350
9305,NOTRE DAME ST btwn BELCOURT BLVD & BARSONA PL (__3ZA6MV),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381366.73073,5037243.39377,-75.52076573090,45.47091940530
9306,NOTRE DAME ST btwn BOYER RD & GAULTOIS AVE (__3ZA6EF),3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380529.74150,5036778.58450,-75.53154030820,45.46682868410
9307,NOTRE DAME ST btwn HENRI LAUZON ST & BOYER RD (__3ZA6EZ),2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,380267.28446,5036634.27842,-75.53491838140,45.46555873760
9308,NOTRE DAME ST btwn ST. JEAN ST & BELCOURT BLVD (__3ZA67N),2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,381188.83324,5037141.16581,-75.52305647220,45.47001912300
9309,NOTRE DAME ST btwn ST. JOSEPH BLVD & HENRI LAUZON ST (__3ZA6EX),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380033.35213,5036512.56419,-75.53792813150,45.46448888260
9310,NOTRE DAME ST E @ ST. JOSEPH BLVD (0003641),3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,380006.73780,5036568.59030,-75.53825985050,45.46499582770
9311,NOTRE DAME ST W @ ST. JOSEPH BLVD (0003639),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,379544.74120,5036267.59130,-75.54421277830,45.46233725500
9312,NOTTING HILL AVE btwn BANK ST & BANFF AVE (__3ZA0SP),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370511.17285,5025801.72641,-75.66111037330,45.36907771750
9313,NUGGETT DR btwn NATALIE WAY & NATALIE WAY (__3ZA6C0),2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,381618.58487,5035733.02969,-75.51778119950,45.45730275020
9314,NUTGROVE AVE btwn BLUE ASTER ST E & BLUE ASTER ST W (__7JQ6BC),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364044.04959,5012402.01635,-75.74526601080,45.24908427090
9315,OAK CREEK RD @ RICHARDSON SIDE RD (0005987),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,347204.56690,5018091.47650,-75.95929354900,45.30149636690
9316,OAK CREEK RD btwn NEWILL PL & BRADLEY SIDE RD (__3ZA17L),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346953.20645,5018382.23095,-75.96247381400,45.30412780580
9317,OAK LEAF PRIV @ PERTH ST (0010388),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356653.83810,5006172.90110,-75.84005498850,45.19361628140
9318,OAK MEADOWS DR @ ORLEANS BLVD (0004104),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380299.75110,5035052.57390,-75.53474611810,45.45132428350
9319,OAK ST btwn PRESTON ST & END (__3ZAAKN),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366326.70150,5029948.06450,-75.71400852270,45.40676533100
9320,OAKBRIAR CRES btwn GOLFLINKS DR & MARWOOD CRT (__4O47B1),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366109.14007,5013571.33354,-75.71881615280,45.25942890150
9321,OAKBROOK CIRC btwn SANDY OAKS DR & SANDY OAKS DR (__3ZAZ67),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380792.92615,5033884.47648,-75.52862226110,45.44076119630
9322,OAKBROOK CIRC btwn SANDY OAKS DR & SHAKEWOOD ST (__3ZAZ68),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,380659.99945,5033896.61327,-75.53031927770,45.44088483010
9323,OAKCREST WAY btwn PELLERIN PL & WINTERSPRING RIDGE (__7JQ67G),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385549.05695,5034578.22055,-75.46772293200,45.44646970770
9324,OAKDALE AVE @ SCOTT ST (0006112),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363937.68430,5029104.55970,-75.74462617940,45.39938156440
9325,OAKDEAN CRES btwn DUFF CRES & LA VERENDRYE DR (1) (__3ZA7OB),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374482.36760,5035632.03015,-75.60902903590,45.45714214800
9326,OAKFERN CRES btwn CASTLEFIELD AVE & CARBERY DR (__3ZA5IO),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350570.11249,5013692.56055,-75.91678686330,45.26170232610
9327,OAKFIELD CRES btwn DEERCROFT AVE & CLARIDGE DR (__4VGUN3),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364782.76719,5015379.34590,-75.73549653450,45.27581173550
9328,OAKHAM RDG @ RUTHERGLEN TER (0012571),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349368.06800,5023554.39390,-75.93121604410,45.35051922770
9329,OAKHILL RD btwn ACACIA AVE & BEECHWOOD AVE (__3ZA2P5),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369619.42269,5034243.80049,-75.67138364580,45.44511950860
9330,OAKLAND AVE btwn WILTON LANE & MONK ST (__3ZA5ND),4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,368450.62379,5028986.88543,-75.68700259360,45.39792702680
9331,OAKLAWN CRES btwn GARDENWAY DR & GARDENWAY DR (__3ZA5SY),4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,383835.63553,5036603.55196,-75.48929795100,45.46488766180
9332,OAKRIDGE BLVD @ SULLIVAN AVE (0001376),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363464.68450,5022778.49900,-75.75141865040,45.34250029130
9333,OAKRIDGE BLVD @ VIEWMOUNT DR (0001385),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363785.69260,5023019.50220,-75.74729409460,45.34464189670
9334,OAKSIDE CRES btwn GOWARD DR & GOWARD DR (__5DCWPE),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,348035.01518,5023643.04592,-75.94822009500,45.35140039070
9335,OBERON ST @ WESTCLIFFE RD (0000864),2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,356483.65370,5019909.46200,-75.84079219620,45.31723346590
9336,OBERON ST btwn WESTCLIFFE RD & ARIEL CRT (__3ZABFS),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356584.87885,5019969.83508,-75.83949487700,45.31776925200
9337,O'CONNOR ST @ PATTERSON AVE (0007454),3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368400.70950,5030129.55870,-75.68749270230,45.40821297400
9338,O'CONNOR ST @ PRETORIA AVE (0007293),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368336.71080,5030239.56930,-75.68829603320,45.40920862630
9339,O'CONNOR ST @ QUEEN ST (0003139),10,3,2,3,0,2,1,1,0,0,0,0,1,0,0,0,0,1,367497.70010,5031585.57920,-75.69884238800,45.42139526770
9340,O'CONNOR ST @ SECOND AVE (0007414),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368594.71000,5029799.56680,-75.68505727020,45.40522615970
9341,O'CONNOR ST @ SLATER ST (0002230),20,4,4,3,5,4,0,0,0,0,0,0,2,0,1,0,1,0,367579.70490,5031450.57620,-75.69781182840,45.42017320020
9342,O'CONNOR ST @ SOMERSET ST (0002690),23,3,5,4,7,4,3,0,1,0,1,1,2,0,1,1,0,0,367855.71010,5031012.57390,-75.69434148230,45.41620737690
9343,O'CONNOR ST @ SPARKS ST (0005688),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367456.69770,5031652.57570,-75.69935774860,45.42200175420
9344,O'CONNOR ST @ STRATHCONA AVE (0007461),3,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,368377.71320,5030170.56260,-75.68778116540,45.40858400300
9345,O'CONNOR ST @ THIRD AVE (0007407),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368637.71670,5029730.56010,-75.68451687290,45.40460133920
9346,O'CONNOR ST @ WELLINGTON ST (0002234),32,9,8,6,4,5,1,1,0,0,0,0,2,1,0,0,1,0,367413.69920,5031722.58250,-75.69989824210,45.42263550270
9347,O'CONNOR ST btwn ALBERT ST & SLATER ST (__3ZA35Q),4,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,367559.20410,5031485.57755,-75.69806929980,45.42048997080
9348,O'CONNOR ST btwn ARGYLE AVE & CATHERINE ST (__3ZA3P5),4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368214.20790,5030439.06750,-75.68983522990,45.41101475680
9349,O'CONNOR ST btwn COOPER ST & SOMERSET ST W (__3ZA34V),6,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,367832.20545,5031049.07345,-75.69463710050,45.41653790630
9350,O'CONNOR ST btwn FIFTH AVE & HOLMWOOD AVE (__3ZA91F),2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,368746.61256,5029479.77251,-75.68315846560,45.40233489520
9351,O'CONNOR ST btwn FIRST AVE & SECOND AVE (__3ZA941),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368574.21055,5029834.56150,-75.68531458610,45.40554289860
9352,O'CONNOR ST btwn FOURTH AVE & FIFTH AVE (__3ZA93P),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368699.05905,5029625.13095,-75.68374700770,45.40364712580
9353,O'CONNOR ST btwn FRANK ST & GLADSTONE AVE (__3ZBOE2),3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368063.20710,5030678.06955,-75.69173351120,45.41317888690
9354,O'CONNOR ST btwn GLADSTONE AVE & MCLEOD ST (__3ZA3QS),4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,368096.20710,5030625.56900,-75.69131867930,45.41270351940
9355,O'CONNOR ST btwn GLOUCESTER ST & NEPEAN ST (__3ZA348),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,367699.70490,5031259.57550,-75.69630302390,45.41844385930
9356,O'CONNOR ST btwn ISABELLA ST & PRETORIA AVE (__3ZA4AM),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,368317.20900,5030274.56600,-75.68854064130,45.40952528530
9357,O'CONNOR ST btwn LAURIER AVE W & GLOUCESTER ST (__3ZBOES),2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,367657.70450,5031325.57590,-75.69683120860,45.41904148430
9358,O'CONNOR ST btwn LISGAR ST & COOPER ST (__3ZA34Z),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,367785.70490,5031122.57400,-75.69522178540,45.41720342750
9359,O'CONNOR ST btwn MACLAREN ST & GILMOUR ST (__3ZA3RO),4,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,367921.70600,5030904.57210,-75.69351217470,45.41522966130
9360,O'CONNOR ST btwn MCLEOD ST & ARGYLE AVE (__3ZBOE5),5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,368151.20750,5030539.06845,-75.69062717470,45.41192023920
9361,O'CONNOR ST btwn NEPEAN ST & LISGAR ST (__3ZBOEU),3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367741.70490,5031193.07455,-75.69577491930,45.41784172870
9362,O'CONNOR ST btwn QUEEN ST & ALBERT ST (__3ZA1XO),3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367518.20355,5031553.07850,-75.69858455550,45.42110099900
9363,O'CONNOR ST btwn SECOND AVE & THIRD AVE (__3ZA93B),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368616.21100,5029765.06110,-75.68478710040,45.40491372880
9364,O'CONNOR ST btwn SLATER ST & LAURIER AVE W (__3ZA35I),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367608.20410,5031404.57645,-75.69745357050,45.41975675180
9365,O'CONNOR ST btwn SOMERSET ST W & MACLAREN ST (__3ZA34Q),2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,367877.70600,5030976.57250,-75.69406507830,45.41588146540
9366,O'CONNOR ST btwn SPARKS ST & QUEEN ST (__3ZA1Z9),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367477.20319,5031619.07901,-75.69910001180,45.42169852480
9367,O'CONNOR ST btwn WAVERLEY ST & FRANK ST (__3ZA3Q8),3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,368030.20710,5030731.57055,-75.69214822150,45.41366325410
9368,O'CONNOR ST btwn WELLINGTON ST & SPARKS ST (__3ZA35T),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367435.20300,5031687.57945,-75.69962793570,45.42231863200
9369,ODESSA WAY btwn COBBLE HILL DR & NEWBURGH PL (e___1G0A),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361018.48812,5015278.25607,-75.78348127490,45.27521317290
9370,O'DONNELL CRT btwn MACFARLANE RD & END (__3ZA1IP),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367266.55710,5021461.52250,-75.70307627680,45.33032213030
9371,OFFENBACH LANE btwn OFFENBACH LANE & NORWICH WAY (__5UX22S),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361446.93459,5022914.24731,-75.77714818540,45.34388758790
9372,OGILVIE RD @ 125 E OF ELMLEA GT  (0012536),6,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,375092.93000,5033549.70000,-75.60152075590,45.43834541420
9373,OGILVIE RD @ 185 E OF BATHGATE DR/185 E OF CIT (0012352),4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373989.31000,5032895.04000,-75.61571745210,45.43256521760
9374,OGILVIE RD @ 240 W OF BLAIR RD (0012431),4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,374299.78680,5033076.80990,-75.61172418530,45.43416989770
9375,OGILVIE RD @ BATHGATE DR/CITYPARK DR W (0012430),36,5,9,3,8,11,1,0,1,0,0,0,3,0,1,1,1,0,373828.72210,5032800.57650,-75.61778286360,45.43173115450
9376,OGILVIE RD @ CITY PARK DR E/CSIS HQ ACCESS (0003696),41,2,7,19,8,5,1,0,0,1,0,0,4,1,0,3,0,0,374188.72820,5033010.57680,-75.61315278720,45.43358499700
9377,OGILVIE RD @ ELMLEA GT/SHOPPERS CITY EAST SC (0008800),16,3,3,4,4,2,0,0,0,0,0,0,1,0,0,0,1,0,374988.73270,5033486.58280,-75.60286143400,45.43778798960
9378,OGILVIE RD @ ELMRIDGE DR/JASMINE CRES N (0008801),12,2,2,4,1,3,0,0,0,0,0,0,1,0,0,0,1,0,375420.73010,5034060.57820,-75.59725805490,45.44290896250
9379,OGILVIE RD @ MATHESON RD/PALMERSTON DR (0012348),23,9,7,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,373380.19500,5032536.26100,-75.62355136950,45.42939710660
9380,OGILVIE RD @ QUINCY AVE (0009488),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374948.72010,5036135.59850,-75.60299505970,45.46162628690
9381,OGILVIE RD btwn 190 E OF ELMRIDGE DR/JASMINE CRES & GREGORY CRT (__3ZBOFEA),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375607.54369,5034278.52015,-75.59483896330,45.44485097670
9382,OGILVIE RD btwn 240 W OF BLAIR RD & CITY PARK DR (__3ZA2DOB),7,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,374405.22600,5033138.57890,-75.61036799880,45.43471517410
9383,OGILVIE RD btwn AVIATION PKWY & MATHESON RD (__3ZA2DL),5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,373245.46000,5032456.41795,-75.62528416530,45.42869191810
9384,OGILVIE RD btwn BATHGATE DR & CITY PARK DR (1) (__3ZA2G8A),4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,373909.18930,5032847.51450,-75.61674799270,45.43214553070
9385,OGILVIE RD btwn BATHGATE DR & CITY PARK DR (2) (__3ZA2G8B),3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374088.45664,5032952.05894,-75.61444242490,45.43306842680
9386,OGILVIE RD btwn BEAULIEU PL & AVIATION PKWY (__3ZA2DK),6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,373035.29300,5032332.12700,-75.62798695430,45.42759414480
9387,OGILVIE RD btwn BLAIR PL & ELMLEA GT (__3ZA2DQ),3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374894.22750,5033429.07945,-75.60407742040,45.43728008810
9388,OGILVIE RD btwn BLAIR RD & DUNHAM ST (__3ZA2DP),3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,374614.72655,5033261.57890,-75.60767323220,45.43580097470
9389,OGILVIE RD btwn CADBORO RD & BATHGATE DR (__3ZA2DN),5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,373714.58206,5032732.81374,-75.61925093270,45.43113271710
9390,OGILVIE RD btwn CITY PARK DR & BLAIR RD (1) (__3ZA2DOA),6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374245.11525,5033043.90533,-75.61242749790,45.43387927150
9391,OGILVIE RD btwn COVENTRY RD & OGILVIE RD (__3ZA2TF),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372335.07220,5031955.24289,-75.63698607670,45.42427107990
9392,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL (__54PO0D),11,0,0,4,3,4,1,0,0,0,1,0,0,0,0,0,0,0,372855.60099,5032226.77876,-75.63029761890,45.42666378020
9393,OGILVIE RD btwn CYRVILLE RD & MURDOCK GT (__3ZA13S),8,0,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,372537.22150,5032055.07455,-75.63438942870,45.42514977260
9394,OGILVIE RD btwn EASTVALE DR & LASSITER TER (__3ZA70Y),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375475.22490,5034993.09155,-75.59642758300,45.45129364960
9395,OGILVIE RD btwn ELMLEA GT & 125 E OF ELMLEA GT (2) (__3ZA2DRB),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375204.41122,5033619.32489,-75.60008602900,45.43896064200
9396,OGILVIE RD btwn ELMRIDGE DR & 190 E OF ELMRIDGE DR/JASMINE CRES (__3ZBOFEB),6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375467.12156,5034143.46809,-75.59665320510,45.44365006850
9397,OGILVIE RD btwn JASMINE CRES & ELMRIDGE DR (__3ZA2DT),9,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,375417.30535,5033883.24458,-75.59732727340,45.44131376570
9398,OGILVIE RD btwn KENDER AVE & LA VERENDRYE DR (__3ZA7NY),4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,375343.22373,5035361.95760,-75.59806208400,45.45462581850
9399,OGILVIE RD btwn LA VERENDRYE DR & EASTVALE DR (__3ZBO1Z),2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375443.24336,5035107.92028,-75.59681991910,45.45233004190
9400,OGILVIE RD btwn LASSITER TER & LASSITER TER (__3ZA70K),3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375496.22545,5034912.09045,-75.59617076850,45.45056272700
9401,OGILVIE RD btwn LASSITER TER & NASKAPI DR (__3ZBO12),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375555.34013,5034776.93509,-75.59543454130,45.44934069870
9402,OGILVIE RD btwn MATHESON RD & CADBORO RD (__3ZA2DM),7,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,373490.46055,5032600.41850,-75.62213340230,45.42996354210
9403,OGILVIE RD btwn MONTREAL RD & GREGORY CRT (__3ZA2DW),5,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,375688.52610,5034455.33683,-75.59377838910,45.44643365750
9404,OGILVIE RD btwn MURDOCK GT & CUMMINGS AVE (__3ZBN9A),5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,372684.72190,5032137.57510,-75.63249337530,45.42587777340
9405,OGILVIE RD btwn NASKAPI DR & MONTREAL RD (__3ZA7ZH),7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375629.83658,5034623.90438,-75.59450429940,45.44795627600
9406,OGILVIE RD btwn OGILVIE RD & CYRVILLE RD (__3ZA2CB),2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372409.45819,5031982.11357,-75.63603193710,45.42450566430
9407,OGILVIE RD btwn RADFORD CRT & KENDER AVE (__3ZA7O8),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,375178.78181,5035616.19468,-75.60012792810,45.45692987100
9408,OGILVIE WALK CRES btwn AMBASSADOR AVE & AMBASSADOR AVE (__3ZAZRH),3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,374001.18822,5032564.25771,-75.61561214580,45.42958783830
